,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
4067,Eric Andre: Legalize Everything,(2020 TV Special),"
Comedy            ",6.2,"
Eric Andre takes the stage in New Orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""Cops"" theme song.","
    Director:
Eric Notarnicola
|
    Star:
Eric André
","2,246",51.0,
3170,Magic for Humans,(2018– ),"
Comedy, Reality-TV            ",7.2,"
Justin Willman performs magic tricks on the street.","

    Stars:
Justin Willman,
Jillian Sipkins,
Mateo Ray Garcia,
Chandler Bolnick
","3,104",23.0,
6434,Film School Friday: Creating for an Authentic Future,(2020 Video),"
Talk-Show            ",,"
Add a Plot
","

    Stars:
Charles Rivkin,
David Cicilline,
John Gibson,
Laverne Cox
",,60.0,
8534, Dynasty,(2017– ),"
Drama            ",8.0,"
It's time for Fallon's surprise Bachelorette Party and things go exactly as one would expect.","
    Director:
Gina Lamar
|
    Stars:
Elizabeth Gillies,
Daniella Alonso,
Elaine Hendrix,
Rafael de la Fuente
",194,42.0,
2000,Reality Z,(2020– ),"
Comedy, Horror            ",5.4,"
A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.","

    Stars:
Ravel Andrade,
Harley Yeager,
Carla Ribas,
Ana Hartmann
","2,183",30.0,
9720, Centaurworld,(2021– ),"
Animation, Adventure, Comedy            ",8.7,"
The herd sets out to find the way home. Wammawink encourages them to be careful and take it slow, but fearless Horse charges ahead.","

    Stars:
Kimiko Glenn,
Megan Hilty,
Parvesh Cheena,
Chris Diamantopoulos
",17,25.0,
5267,BORDER2 Shokuzai,(2017 TV Movie),"
Drama            ",6.5,"
Picking up from ""Border"" supernatural thriller drama, As the justice he dealt return to haunt him, the boundaries between good and evil become even more blurred.","
    Director:
Kazuki Kaneshiro
|
    Stars:
Munetaka Aoki,
Ken'ichi Endô,
Arata Furuta,
Kenta Hamano
",154,,
2363,Medal of Honor,(2018– ),"
Documentary, War            ",8.4,"
A hybrid docu/live-action anthology series that portrays stories of personal sacrifice that resulted in the highest military distinction: the Medal of Honor.","

    Stars:
Josh Charles,
Daniel Rodriguez,
David Petraeus,
Jake Abel
","1,510",60.0,
7174, Go! Vive a Tu Manera,(2019),"
Comedy, Musical, Romance            ",8.5,"
Mía asks Ramiro if he and her mother had a relationship. Álvaro worries about changing schools. The students say goodbye to a teacher.","

    Stars:
Darcy Rose Byrnes,
Rebecca Davis,
Marley Estrada,
Marina Gridley
",12,,
3475,Johan Falk: Slutet,(2015 Video),"
Action, Crime, Thriller            ",7.8,"
In the final movie about Swedish special force policeman Johan Falk, he tries to solve the problem with the Eastern European mafia, who is threatening his family. Meanwhile, his co-workers ...                See full summary »
","
    Director:
Richard Holm
|
    Stars:
Jakob Eklund,
Jens Hultén,
Marie Richardson,
Peter Franzén
","1,872",103.0,
8527, Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.1,"
Francesca and Haley refine their radical gameplay, Rhonda and Sharron have a midnight chat, and the singles get wrapped up in an intimacy workshop.","

    Stars:
Bryce Hirschberg,
Chloe Veitch,
David Birtwistle,
Francesca Farago
",289,38.0,
3908,Animal Farm,,"
Drama, Fantasy            ",,"
Feature film based on the novel by George Orwell.","
    Director:
Andy Serkis
",,,
5441,TUNA Girl,(2019),"
Comedy, Drama            ",5.8,"
A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation.","
    Director:
Mana Yasuda
|
    Stars:
Tom Fujita,
Hidetoshi Hoshida,
Fuka Koshiba
",121,89.0,
2747,Kyungwooui Soo,(2020),"
Drama, Romance            ",6.7,"
A romantic drama about a man and a woman who, due to a misunderstanding, have held a crush on each other for over 10 years.","

    Stars:
Seong-wu Ong,
Ye-Eun Shin,
Eun-Jin Ahn,
Baek Soo-Min
",223,70.0,
6866, Alex,(2017–2019),"
Action, Crime, Thriller            ",7.3,"
Add a Plot
","
    Director:
Alain Darborg
|
    Stars:
Dragomir Mrsic,
Rakel Wärmländer,
Maximilian Alonso Mrsic,
Stefan Gödicke
",28,,
2299,Surviving Death,(2021– ),"
Documentary, Reality-TV            ",6.1,"
Explores questions that have been contemplated throughout time: What does it mean to die, and is death the end of our existence? Weaving together innovative new research with firsthand accounts from those who’ve been close to death.","

    Star:
Payton Harbour
","1,654",50.0,
5596,Restless Creature: Wendy Whelan,(2016),"
Documentary            ",7.1,"
Documentary on the great American Ballerina Wendy Whelan","
    Directors:
Linda Saffire,
Adam Schlesinger
|
    Stars:
Peter Martins,
David Prottas,
Wendy Whelan
",361,90.0,$0.13M
4196,The Sunshine Makers,(2015),"
Documentary, History            ",7.0,"
The story of Nicholas Sand and Tim Scully, the unlikely duo at the heart of 1960s American drug counter-culture.","
    Director:
Cosmo Feilding-Mellen
|
    Stars:
Tim Scully,
Nick Sand,
Alice Einhorn,
Billy Hitchcock
","1,344",101.0,$0.01M
9167, Feria: The Darkest Light,,"
Crime, Drama, Fantasy            ",,"
Add a Plot
","
    Directors:
Jorge Dorado,
Carles Torrens
|
    Stars:
Marta Nieto,
Ana Tomeno,
Carla Campra,
Ángela Cremonte
",,,
1743,Bleach: Burîchu,(2018),"
Action, Adventure, Fantasy            ",6.4,"
A Japanese teenager with the ability to see ghosts gains a soul reaper's powers and begins his duties as a substitute soul reaper.","
    Director:
Shinsuke Sato
|
    Stars:
Sôta Fukushi,
Hana Sugisaki,
Ryô Yoshizawa,
Erina Mano
","10,897",108.0,
1738,Mahô shôjo Madoka magika: Puella Magi Madoka Magica,(2011),"
Animation, Drama, Fantasy            ",8.3,"
A creature named Kyubey offers Madoka and Sayaka a wish if they agree to become 'magical girls' and fight abstract beings called 'witches'. However, a magical girl named Homura is, for uncertain reasons, determined to stop this agreement.","

    Stars:
Aoi Yûki,
Chiwa Saitô,
Emiri Kato,
Christine Marie Cabanos
","8,089",24.0,
5598,Demetri Martin: Live (At the Time),(2015 TV Special),"
Documentary, Comedy            ",7.4,"
Demetri Martin performs his newest stand-up routine at The Lincoln Theater in Washington D.C.","
    Director:
Jay Karas
|
    Star:
Demetri Martin
","2,029",61.0,
5401,Swearnet Live,(2014),"
Comedy            ",4.6,"
The actors who play the ""trailer park boys"", host a ""live"" show to launch their new online video website.","
    Directors:
Mike Smith,
John Paul Tremblay,
Robb Wells,
Jeremy Harty,
Gary Howsam
|
    Stars:
John Paul Tremblay,
Robb Wells,
Mike Smith,
Patrick Roach
",493,75.0,
2278,Catfight,(I) (2016),"
Action, Comedy, Drama            ",5.9,"
The rivalry between two former college friends comes to a head when they both attend the same glamorous event.","
    Director:
Onur Tukel
|
    Stars:
Sandra Oh,
Anne Heche,
Alicia Silverstone,
Amy Hill
","5,779",95.0,
8363, Kalifat,(2020– ),"
Crime, Drama, Thriller            ",8.3,"
With Lisha's fate in her hands, Pervin enlists Husam's help. Fatima tails Jakob and Emil and turns to her last resort.","
    Director:
Goran Kapetanovic
|
    Stars:
Gizem Erdogan,
Amed Bozan,
Aliette Opheim,
Albin Grenholm
",289,47.0,
9796, Shûmatsu no Valkyrie,(2021– ),"
Animation, Action, Adventure            ",6.8,"
At the Council of Valhalla, the gods vote unanimously for humankind's extinction. But Brünnhilde, eldest of the Valkyrie sisters, raises her objection.","
    Director:
Masao Ôkubo
|
    Stars:
Bill Butts,
Paul Castro Jr.,
Kellen Goff,
Tomoyo Kurosawa
",220,24.0,
2084,AK vs AK,(2020),"
Action, Comedy, Crime            ",6.9,"
A filmmaker kidnaps the daughter of a movie star, and while the star searches for his daughter the director films the desperate search in real time for his next blockbuster movie.","
    Director:
Vikramaditya Motwane
|
    Stars:
Anil Kapoor,
Anurag Kashyap,
Sonam Kapoor,
Harshvardhan Kapoor
","12,797",108.0,
6675, You vs. Wild,(2019),"
Adventure, Reality-TV            ",6.9,"
Deep snow, crevasses and avalanches are just some of the threats Bear will face when you help him locate a lost rescue dog in the Swiss Alps.","
    Director:
Ben Simms
|
    Star:
Bear Grylls
",118,26.0,
9761, The Circle,(2020– ),"
Game-Show, Reality-TV            ",7.3,"
As the influencers consider their pivotal picks, the others continue building relationships. Also, creativity and cringe collide during a poetry slam.","

    Stars:
Michelle Buteau,
Jack Atkins,
Deleesa Carrasquillo,
Savannah Palacio
",114,50.0,
9220, The Drew Barrymore Show,(2020– ),"
Talk-Show            ",,"
Holidate star Emma Roberts will stops by to be chat. Sesame Street's Big Birds was drops in to helping me Drew celebrate World Kindness Day before Drew will wraps up craft week with Danny Seo and The Weekender picks.","
    Director:
Adam Heydt
|
    Stars:
Drew Barrymore,
Emma Roberts,
Danny Seo,
Matt Vogel
",,44.0,
3789,Monty Python Live (Mostly),(2014),"
Documentary, Comedy, Musical            ",7.7,"
The reunion of the Monty Python team on stage for the first time in over thirty years, and for the last time ever.","
    Directors:
Eric Idle,
Aubrey Powell
|
    Stars:
John Cleese,
Terry Gilliam,
Eric Idle,
Terry Jones
","2,479",162.0,
9078, Paranormal,(2020– ),"
Drama, Fantasy, Horror            ",8.8,"
After an alarming tarot reading, Refaat visits his hometown to resolve a family emergency. As he jumps to the rescue, an alluring voice hypnotizes him.","
    Directors:
Majid Al Ansari,
Amr Salama
|
    Stars:
Abdelsamee Abdallah,
Ahmed Amin,
Sherief El Desouky,
Reem Abd El Kader
","6,611",49.0,
981,The King: Youngwonui Gunjoo,(2020),"
Fantasy, Mystery, Romance            ",8.3,"
A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","

    Stars:
Lee Min-Ho,
Kim Go-eun,
Woo Do-Hwan,
Kim Kyung-Nam
","8,068",70.0,
542,Hush,(I) (2016),"
Horror, Thriller            ",6.6,"
A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.","
    Director:
Mike Flanagan
|
    Stars:
John Gallagher Jr.,
Kate Siegel,
Michael Trucco,
Samantha Sloyan
","112,354",82.0,
4454,Wangeun Saranghanda,(2017),"
Drama, Romance            ",7.2,"
Set in the Goryeo dynasty, it tells the story of a young and ambitious monarch Won (Im Si-wan) with a desire to conquer, and two people who shape his destiny; childhood friend Rin (Hong ...                See full summary »
","

    Stars:
Im Yoon-ah,
Ji-Hyun Park,
Se-ha Ahn,
Jong-hwan Choi
",187,,
4029,My Magic Pet Morphle,(2019– ),"
Animation, Adventure, Family            ",4.9,"
Mila's dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle.","

    Stars:
Sabrina Glow,
Cassie Glow
",57,43.0,
3048,El cuaderno de Sara,(2018),"
Adventure, Drama, Mystery            ",5.9,"
A Spanish woman travels to darkest heart of Africa looking for her long-time missed younger sister.","
    Director:
Norberto López Amado
|
    Stars:
Belén Rueda,
Marian Álvarez,
Iván Mendes,
Manolo Cardona
","2,554",115.0,
8452, On My Block,(2018– ),"
Comedy, Drama            ",8.2,"
When an old mixtape provides a major clue, the crew infiltrates a music video shoot, where confessions are made, lips are locked, and secrets revealed.","
    Director:
Ryan Shiraki
|
    Stars:
Sierra Capri,
Jason Genao,
Brett Gray,
Diego Tinoco
",143,31.0,
1503,Degrassi: Next Class,(2016–2017),"
Drama, Romance            ",6.9,"
Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto.","

    Stars:
Na'ku'set Gould,
Amanda Arcuri,
Sara Waisglass,
Ehren Kassam
","2,876",30.0,
2445,Widaehan Yuhokja,(2018),"
Drama, Mystery, Romance            ",7.2,"
Kwon Shi Hyun, Choi Soo Ji and Lee Se Joo are a collection of messy ties, all from backgrounds of privilege and wealth. Kwon Shi Hyun and Choi Soo Ji are best friends and she is the current...                See full summary »
","

    Stars:
Woo Do-Hwan,
Soo-Young Park,
Moon Ga-young,
Min-Jae Kim
","1,331",32.0,
3173,Mostly Sunny,(2016),"
Documentary            ",5.4,"
Mostly Sunny is a documentary that tells the remarkable story of Sunny Leone, the Canadian-born, American-bred adult film star who is pursuing her dreams of Bollywood stardom.","
    Director:
Dilip Mehta
|
    Stars:
Sunny Leone,
Daniel Weber,
Sundeep Vohra,
Kiran Bedi
",694,83.0,
3374,An Afternoon with SCTV,(TV Special),"
Talk-Show            ",,"
The legendary cast of SCTV are reunited, recounting stories from the famed 70's and 80's sketch comedy show. Hosted by Jimmy Kimmel.","
    Director:
Martin Scorsese
|
    Stars:
Catherine O'Hara,
Rick Moranis,
Eugene Levy,
Martin Short
",,,
7828, Inventing Anna,(2021– ),"
Drama            ",,"
Add a Plot
","
    Director:
Nzingha Stewart
|
    Stars:
Laverne Cox,
Julia Garner,
Anna Chlumsky,
Anders Holm
",,,
1097,Miracle in Cell No. 7,(2019),"
Drama            ",8.2,"
A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).","
    Director:
Mehmet Ada Öztekin
|
    Stars:
Aras Bulut Iynemli,
Nisa Sofiya Aksongur,
Deniz Baysal,
Celile Toyon Uysal
","41,099",132.0,
546,Insatiable,(2018–2019),"
Comedy, Drama, Thriller            ",6.5,"
A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.","

    Stars:
Dallas Roberts,
Debby Ryan,
Christopher Gorham,
Kimmy Shields
","24,221",45.0,
